Department,Semester,Subject,Assessment Stage,Attendance,SPI,Study Hours,Backlogs,Mid1,Mid2,Expected Grade,Pass,Performance Category
Computer Engineering,3,Effective Technical Communication,After Mid-1,72.2,6.1,21.3,0,4.7,,BC,1,Good
Computer Engineering,3,Database Management Systems,After Mid-1,76.9,6.2,17.8,1,5.8,,BC,1,Good
Mechanical Engineering,6,Production Technology,After Mid-1,90.7,7.35,14.9,2,6.2,,BC,1,Good
Electrical Engineering,1,Physics,After Mid-2,84.1,8.44,24.0,0,8.4,16.5,AB,1,Excellent
Electronics & Communication,1,Physics,Before Mid-1,79.9,7.2,18.9,0,,,BB,1,Very Good
Computer Engineering,5,Software Engineering,After Mid-2,85.3,7.22,19.7,0,6.7,12.5,BB,1,Very Good
Mechanical Engineering,8,Renewable Energy Engineering,After Mid-1,86.4,8.38,20.9,0,7.9,,AB,1,Excellent
Electrical Engineering,2,Basic Electronics,After Mid-1,89.0,6.02,20.6,1,6.3,,BC,1,Good
Electrical Engineering,8,Project-2,After Mid-1,81.7,7.28,30.7,0,6.1,,BB,1,Very Good
Information Technology,3,Data Structures,Before Mid-1,75.2,4.83,11.3,0,,,DD,1,At Risk
Electrical Engineering,6,Electrical Switchgear & Protection,After Mid-2,84.9,7.96,26.7,1,6.0,11.7,BC,1,Good
Information Technology,7,Data Mining & Business Intelligence,After Mid-1,92.1,8.03,25.2,0,7.3,,AB,1,Excellent
Civil Engineering,8,Project-2,After Mid-1,68.2,5.53,15.2,1,5.6,,BC,1,Good
Civil Engineering,4,Concrete Technology,After Mid-1,91.6,7.97,15.6,0,6.9,,BB,1,Very Good
Mechanical Engineering,2,Environmental Sciences,Before Mid-1,100.0,8.2,31.5,0,,,AA,1,Excellent
Computer Engineering,4,Object Oriented Programming - C++,Before Mid-1,79.2,6.61,25.0,0,,,BB,1,Very Good
Mechanical Engineering,8,Project-2,After Mid-2,78.5,7.67,27.2,0,6.4,13.8,BB,1,Very Good
Computer Engineering,6,Advanced Java Programming,Before Mid-1,76.6,5.68,18.6,0,,,BC,1,Good
Civil Engineering,8,Project-2,Before Mid-1,92.1,6.87,13.4,0,,,BB,1,Very Good
Electronics & Communication,3,Signals & Systems,After Mid-2,81.9,6.01,19.3,0,5.6,9.6,BC,1,Good
Information Technology,7,Project-1,After Mid-2,86.0,7.16,20.3,0,5.5,11.5,BB,1,Very Good
Electrical Engineering,6,Testing & Maintenance of Electrical Equipment,Before Mid-1,91.5,7.8,27.9,0,,,AB,1,Excellent
Mechanical Engineering,6,Production Technology,After Mid-1,71.3,6.79,22.9,0,6.8,,BB,1,Very Good
Electrical Engineering,7,Electric Drives,Before Mid-1,81.1,5.47,21.1,1,,,CD,1,Average
Civil Engineering,5,Soil Mechanics & Geotechnical Engg,After Mid-1,84.8,10.0,35.0,0,8.6,,AA,1,Excellent
Computer Engineering,4,Object Oriented Programming - C++,After Mid-2,74.5,7.63,27.6,0,6.0,12.9,BB,1,Very Good
Information Technology,1,Basic Electrical Engineering,Before Mid-1,86.1,6.57,20.8,0,,,BB,1,Very Good
Computer Engineering,6,Advanced Java Programming,After Mid-2,74.5,6.82,26.0,1,5.7,12.0,BC,1,Good
Civil Engineering,2,Mathematics-2,After Mid-1,73.3,6.38,18.8,0,6.0,,BC,1,Good
Computer Engineering,5,Software Engineering,After Mid-2,88.5,6.25,20.0,1,7.1,13.2,BB,1,Very Good
Electronics & Communication,6,Antenna & Wave Propagation,After Mid-2,80.1,6.22,15.9,0,4.6,10.2,BC,1,Good
Electrical Engineering,2,Basic Electronics,After Mid-1,69.5,5.72,21.6,0,6.0,,BC,1,Good
Civil Engineering,4,Structural Analysis-1,After Mid-1,81.8,8.02,19.5,0,7.3,,BB,1,Very Good
Computer Engineering,7,Information & Network Security,Before Mid-1,95.4,7.64,25.1,0,,,BB,1,Very Good
Mechanical Engineering,8,Automobile Engineering,After Mid-2,82.8,6.0,19.0,0,6.3,12.0,BC,1,Good
Civil Engineering,5,Hydrology & Water Resources Engg,After Mid-2,85.9,6.55,18.5,0,6.9,14.0,BB,1,Very Good
Mechanical Engineering,1,Physics,After Mid-2,76.9,9.22,25.6,0,6.3,13.7,AB,1,Excellent
Civil Engineering,3,Mechanics of Solids,Before Mid-1,73.0,5.13,20.4,1,,,CC,1,Average
Civil Engineering,8,Project-2,Before Mid-1,86.0,7.34,25.8,0,,,AB,1,Excellent
Information Technology,8,Project-2,Before Mid-1,100.0,8.55,25.1,0,,,AB,1,Excellent
Electrical Engineering,3,Electrical Measurements & Instrumentation,After Mid-2,87.3,8.41,19.5,0,8.5,15.8,AB,1,Excellent
Civil Engineering,5,Structural Analysis-2,Before Mid-1,85.1,7.8,28.0,0,,,AB,1,Excellent
Information Technology,4,Operating System Concepts,After Mid-1,81.4,7.06,22.9,0,6.4,,BC,1,Good
Electronics & Communication,5,Integrated Circuits & Applications,After Mid-1,71.0,5.15,17.0,0,3.7,,CC,1,Average
Computer Engineering,5,Professional Ethics & Human Values,Before Mid-1,79.7,5.56,24.4,1,,,BC,1,Good
Information Technology,4,Object Oriented Programming - Java,Before Mid-1,96.7,8.65,19.5,0,,,AA,1,Excellent
Information Technology,7,Data Mining & Business Intelligence,Before Mid-1,87.8,9.9,22.7,0,,,AA,1,Excellent
Computer Engineering,2,Programming for Problem Solving,Before Mid-1,85.9,7.84,27.2,0,,,AB,1,Excellent
Mechanical Engineering,4,Mechanical Measurement & Metrology,After Mid-2,72.0,5.01,22.9,0,4.4,12.1,BC,1,Good
Civil Engineering,5,Soil Mechanics & Geotechnical Engg,After Mid-2,82.9,5.85,22.6,0,5.8,10.0,BC,1,Good
Information Technology,6,Web Technology,After Mid-1,82.1,6.35,21.7,3,5.7,,CC,1,Average
Mechanical Engineering,8,Automobile Engineering,After Mid-2,96.2,7.3,21.4,1,6.3,13.8,BB,1,Very Good
Civil Engineering,3,Mechanics of Solids,After Mid-2,86.9,8.4,28.2,0,7.9,14.0,AB,1,Excellent
Mechanical Engineering,2,Environmental Sciences,Before Mid-1,86.6,6.39,18.7,0,,,BB,1,Very Good
Information Technology,4,Operating System Concepts,Before Mid-1,73.5,6.21,22.2,0,,,BC,1,Good
Mechanical Engineering,5,Internal Combustion Engines,After Mid-2,85.3,7.28,19.6,0,7.3,12.6,BB,1,Very Good
Information Technology,4,Database Management Systems,After Mid-1,81.8,8.21,22.3,0,8.3,,AB,1,Excellent
Electronics & Communication,5,Integrated Circuits & Applications,After Mid-1,76.2,6.8,21.6,0,9.2,,AB,1,Excellent
Mechanical Engineering,1,Physics,After Mid-2,92.5,6.59,16.6,0,6.4,12.4,BC,1,Good
Civil Engineering,2,Workshop Practices,Before Mid-1,94.9,8.37,20.1,0,,,AA,1,Excellent
Electrical Engineering,1,Environmental Sciences,After Mid-1,79.8,5.84,16.5,0,5.2,,BC,1,Good
Civil Engineering,4,Structural Analysis-1,Before Mid-1,87.1,7.25,14.6,0,,,BB,1,Very Good
Electronics & Communication,4,Microprocessor & Interfacing,After Mid-2,72.8,6.3,27.7,0,6.8,13.9,BB,1,Very Good
Information Technology,6,Data Warehousing & Mining,After Mid-2,84.9,7.56,19.1,0,7.3,15.6,AB,1,Excellent
Mechanical Engineering,8,Industrial Engineering,After Mid-1,77.8,7.04,28.6,0,8.0,,AB,1,Excellent
Information Technology,7,Data Mining & Business Intelligence,After Mid-1,84.4,6.75,19.5,0,5.5,,BC,1,Good
Electronics & Communication,2,Environmental Sciences,After Mid-2,78.8,6.06,23.7,3,5.0,9.8,CC,1,Average
Electronics & Communication,7,Satellite Communication,After Mid-2,92.5,7.3,21.9,0,7.5,13.7,BB,1,Very Good
Information Technology,6,Data Warehousing & Mining,After Mid-1,89.0,5.95,17.5,0,5.8,,BC,1,Good
Civil Engineering,7,Project-1,After Mid-2,82.3,6.84,23.1,0,7.2,16.4,BB,1,Very Good
Electronics & Communication,3,Network Theory,After Mid-1,94.7,8.56,22.0,0,9.2,,AB,1,Excellent
Electronics & Communication,7,Project-1,After Mid-2,96.3,7.8,25.9,0,7.9,14.5,AB,1,Excellent
Electronics & Communication,2,Engineering Graphics & Design,After Mid-1,89.7,6.05,14.9,1,6.1,,BC,1,Good
Mechanical Engineering,2,Workshop Practices,Before Mid-1,89.3,5.92,20.8,2,,,BC,1,Good
Electronics & Communication,1,Basic Electrical Engineering,After Mid-2,73.5,7.31,21.6,0,8.0,17.0,AB,1,Excellent
Mechanical Engineering,1,Mathematics-1,After Mid-2,90.7,7.82,20.8,0,8.1,14.3,AB,1,Excellent
Computer Engineering,6,Data Analysis & Visualization,Before Mid-1,72.7,4.89,20.0,3,,,DD,1,At Risk
Electronics & Communication,4,Control Systems,After Mid-1,84.8,7.97,21.9,0,7.7,,AB,1,Excellent
Civil Engineering,2,Mathematics-2,After Mid-1,78.7,4.81,17.2,4,3.1,,FF,0,At Risk
Electrical Engineering,7,Project-1,After Mid-1,82.0,5.54,22.9,0,6.1,,BB,1,Very Good
Mechanical Engineering,7,Power Plant Engineering,After Mid-2,63.6,4.82,14.3,2,3.8,8.0,DD,1,At Risk
Information Technology,6,Cyber Security & Laws,After Mid-1,76.2,7.75,24.3,0,5.8,,AB,1,Excellent
Electronics & Communication,1,Basic Electrical Engineering,After Mid-1,78.5,7.01,25.6,0,7.7,,AB,1,Excellent
Mechanical Engineering,5,Heat Transfer,After Mid-1,76.1,6.13,23.8,0,7.0,,BB,1,Very Good
Electronics & Communication,4,Microprocessor & Interfacing,After Mid-1,73.6,6.87,27.8,1,5.3,,BC,1,Good
Computer Engineering,3,Digital Fundamentals,Before Mid-1,78.6,4.95,17.4,2,,,CD,1,Average
Computer Engineering,2,Basic Electronics,Before Mid-1,83.5,7.31,17.2,0,,,AB,1,Excellent
Electronics & Communication,8,Optical Communication,After Mid-2,81.0,7.92,26.6,4,5.7,11.1,CC,1,Average
Computer Engineering,2,Basic Electronics,After Mid-2,83.4,6.52,17.5,0,4.6,10.3,BC,1,Good
Electrical Engineering,7,Smart Grid Technology,Before Mid-1,78.7,6.23,17.4,1,,,CC,1,Average
Information Technology,3,Effective Technical Communication,After Mid-1,85.3,7.53,24.5,0,6.6,,BB,1,Very Good
Computer Engineering,3,Digital Fundamentals,Before Mid-1,82.6,7.87,21.9,1,,,BC,1,Good
Information Technology,2,Programming for Problem Solving,After Mid-2,77.2,7.41,18.2,0,7.0,13.4,BB,1,Very Good
Electrical Engineering,3,Electrical Measurements & Instrumentation,After Mid-1,84.5,7.05,18.0,0,7.7,,BB,1,Very Good
Computer Engineering,4,Computer Organization & Architecture,After Mid-2,88.5,7.73,24.4,1,5.0,8.2,BC,1,Good
Mechanical Engineering,3,Engineering Thermodynamics,After Mid-1,100.0,8.07,27.6,0,8.6,,AB,1,Excellent
Computer Engineering,8,Project-2,After Mid-1,83.3,6.46,21.1,1,4.9,,BC,1,Good
Civil Engineering,8,Bridge Engineering,After Mid-2,85.1,7.22,19.5,1,5.9,11.1,BC,1,Good
Civil Engineering,8,Construction Project Management,Before Mid-1,86.4,6.39,16.2,0,,,BB,1,Very Good
Electronics & Communication,8,Optical Communication,After Mid-1,97.5,7.78,31.8,0,9.7,,AA,1,Excellent
Electronics & Communication,2,Engineering Graphics & Design,After Mid-2,95.3,8.86,25.0,0,7.4,14.9,AB,1,Excellent
Civil Engineering,2,Mathematics-2,After Mid-2,88.3,8.01,25.1,0,8.5,17.3,AB,1,Excellent
Civil Engineering,4,Advanced Surveying,After Mid-1,83.7,9.62,31.3,0,8.7,,AA,1,Excellent
Civil Engineering,3,Building Construction & Materials,After Mid-2,90.1,9.09,27.1,0,8.3,16.3,AA,1,Excellent
Computer Engineering,7,Information & Network Security,Before Mid-1,82.7,6.36,14.7,0,,,BC,1,Good
Electronics & Communication,8,Project-2,Before Mid-1,99.4,9.59,28.1,0,,,AA,1,Excellent
Information Technology,4,Operating System Concepts,Before Mid-1,68.7,6.3,16.4,0,,,CC,1,Average
Computer Engineering,4,Object Oriented Programming - C++,After Mid-2,73.8,6.31,24.7,1,7.2,15.2,BB,1,Very Good
Electronics & Communication,1,Mathematics-1,After Mid-2,98.3,8.24,22.0,0,7.8,14.2,AB,1,Excellent
Information Technology,1,Mathematics-1,After Mid-1,74.7,5.3,15.9,1,4.3,,CD,1,Average
Computer Engineering,5,Cyber Security,After Mid-2,82.5,5.39,15.9,0,5.0,12.0,BC,1,Good
Information Technology,2,Mathematics-2,After Mid-1,86.6,8.31,28.3,0,6.5,,BB,1,Very Good
Civil Engineering,5,Hydrology & Water Resources Engg,After Mid-1,86.3,7.39,22.1,0,6.0,,BB,1,Very Good
Civil Engineering,2,Programming for Problem Solving,After Mid-1,75.5,5.53,18.6,3,3.6,,DD,1,At Risk
Mechanical Engineering,5,Machine Design-1,After Mid-2,93.7,7.44,24.9,0,7.1,14.5,BB,1,Very Good
Computer Engineering,1,Engineering Graphics & Design,Before Mid-1,77.8,6.83,21.6,0,,,BB,1,Very Good
Mechanical Engineering,8,Project-2,Before Mid-1,100.0,7.65,16.7,1,,,BB,1,Very Good
Computer Engineering,7,Compiler Design,Before Mid-1,94.5,6.56,22.4,0,,,BC,1,Good
Electrical Engineering,5,Electrical Power System-1,After Mid-2,83.8,6.47,20.5,0,5.3,9.7,BC,1,Good
Electronics & Communication,3,Network Theory,After Mid-2,71.4,6.38,21.7,0,6.0,9.0,BC,1,Good
Electronics & Communication,1,Basic Electronics,Before Mid-1,82.2,6.41,26.5,3,,,CD,1,Average
Information Technology,5,Python Programming,After Mid-2,86.8,7.18,20.6,0,7.6,15.8,AB,1,Excellent
Electronics & Communication,1,Basic Electronics,Before Mid-1,72.8,8.03,27.7,0,,,AB,1,Excellent
Civil Engineering,1,Mathematics-1,After Mid-2,89.2,9.17,34.3,0,10.0,19.5,AA,1,Excellent
Information Technology,1,Mathematics-1,Before Mid-1,75.1,5.54,18.7,0,,,BC,1,Good
Information Technology,2,Physics,After Mid-2,78.6,7.03,16.2,0,5.4,9.5,BC,1,Good
Civil Engineering,3,Surveying,After Mid-2,88.3,9.21,25.2,0,8.9,19.2,AA,1,Excellent
Civil Engineering,1,Physics,After Mid-1,84.6,6.86,20.9,0,7.3,,BB,1,Very Good
Civil Engineering,2,Workshop Practices,After Mid-2,91.5,8.73,28.7,0,9.8,19.1,AA,1,Excellent
Electrical Engineering,8,E-Vehicle Technology,After Mid-2,87.1,8.85,25.7,0,8.1,15.2,AB,1,Excellent
Mechanical Engineering,1,Basic Mechanical Engineering,Before Mid-1,80.7,5.42,19.5,0,,,CC,1,Average
Civil Engineering,2,Workshop Practices,After Mid-1,92.9,7.95,19.7,1,9.0,,AB,1,Excellent
Computer Engineering,3,Data Structures,After Mid-2,84.7,6.94,18.1,0,5.4,9.6,BC,1,Good
Computer Engineering,4,Computer Organization & Architecture,After Mid-2,87.1,6.2,22.5,0,4.7,9.3,BC,1,Good
Information Technology,5,Python Programming,After Mid-1,94.4,9.13,26.2,0,8.2,,AA,1,Excellent
Information Technology,1,Environmental Sciences,After Mid-2,74.7,6.18,19.2,0,5.6,12.8,BC,1,Good
Electronics & Communication,6,VLSI Design,After Mid-1,68.6,4.59,18.5,1,1.6,,FF,0,At Risk
Computer Engineering,6,Web Technology,After Mid-2,94.6,9.29,22.8,0,7.3,15.1,AB,1,Excellent
Computer Engineering,6,Agile Software Development,After Mid-1,82.7,5.87,14.3,2,6.3,,BC,1,Good
Electrical Engineering,4,Electromagnetic Field Theory,After Mid-1,87.4,7.46,22.9,0,5.7,,BB,1,Very Good
Mechanical Engineering,1,Engineering Graphics & Design,After Mid-1,83.4,5.54,21.3,2,6.6,,CC,1,Average
Information Technology,7,Mobile Application Development,After Mid-1,87.7,9.85,27.7,0,10.0,,AA,1,Excellent
Mechanical Engineering,4,Manufacturing Processes-2,After Mid-2,93.1,9.01,28.1,0,8.0,17.6,AA,1,Excellent
Computer Engineering,3,Database Management Systems,Before Mid-1,86.6,7.99,27.6,0,,,AB,1,Excellent
Computer Engineering,5,Professional Ethics & Human Values,Before Mid-1,82.4,6.25,14.2,0,,,BB,1,Very Good
Electronics & Communication,4,Control Systems,Before Mid-1,91.2,5.71,14.1,0,,,BC,1,Good
Computer Engineering,6,Theory of Computation,After Mid-2,79.6,5.58,18.1,1,4.6,8.9,CC,1,Average
Electrical Engineering,5,Electrical Machines-2,Before Mid-1,85.5,5.8,25.4,3,,,CD,1,Average
Electronics & Communication,1,Mathematics-1,After Mid-1,78.9,5.1,16.4,3,4.3,,FF,0,At Risk
Electrical Engineering,2,Programming for Problem Solving,After Mid-1,100.0,7.97,20.5,0,7.5,,AB,1,Excellent
Civil Engineering,3,Building Construction & Materials,After Mid-1,70.7,5.79,20.8,0,4.3,,BC,1,Good
Electrical Engineering,6,Electrical Switchgear & Protection,After Mid-1,71.2,6.4,16.1,0,5.6,,CC,1,Average
Computer Engineering,4,Operating System,After Mid-2,92.4,8.76,21.0,0,7.0,14.9,AB,1,Excellent
Computer Engineering,6,Theory of Computation,After Mid-2,85.0,8.85,22.7,0,8.2,16.6,AB,1,Excellent
Computer Engineering,4,Discrete Mathematics,After Mid-2,80.4,5.56,25.5,2,3.5,6.6,DD,1,At Risk
Information Technology,1,Engineering Graphics & Design,After Mid-1,70.9,5.82,22.0,1,4.6,,CC,1,Average
Computer Engineering,3,Data Structures,After Mid-1,93.5,9.66,24.3,0,7.7,,AA,1,Excellent
Civil Engineering,4,Transportation Engineering,Before Mid-1,93.9,8.41,26.1,0,,,AB,1,Excellent
Computer Engineering,3,Digital Fundamentals,After Mid-2,86.7,5.77,15.3,2,6.6,8.5,CC,1,Average
Electronics & Communication,6,Digital Signal Processing,After Mid-1,87.3,6.25,13.4,2,6.0,,CC,1,Average
Computer Engineering,3,Effective Technical Communication,Before Mid-1,67.9,4.42,12.5,4,,,FF,0,At Risk
Information Technology,2,Basic Electronics,After Mid-1,65.1,4.16,7.2,3,2.1,,FF,0,At Risk
Mechanical Engineering,1,Mathematics-1,After Mid-1,100.0,8.99,19.9,0,7.8,,AB,1,Excellent
Electrical Engineering,3,Electrical Measurements & Instrumentation,After Mid-1,83.1,5.81,18.4,0,5.4,,BC,1,Good
Computer Engineering,8,Artificial Intelligence,After Mid-1,78.5,7.26,21.3,0,7.2,,BB,1,Very Good
Electronics & Communication,8,Optical Communication,After Mid-1,100.0,7.74,21.9,0,5.9,,BB,1,Very Good
Information Technology,7,Mobile Application Development,After Mid-1,89.9,7.74,23.7,0,7.4,,AB,1,Excellent
Electrical Engineering,6,Power Electronics-1,After Mid-1,98.7,10.0,28.7,0,9.5,,AA,1,Excellent
Computer Engineering,3,Probability & Statistics,After Mid-1,80.4,6.81,26.6,1,6.0,,BC,1,Good
Computer Engineering,3,Data Structures,After Mid-2,81.6,4.79,17.4,3,4.7,9.4,DD,1,At Risk
Electronics & Communication,7,Satellite Communication,Before Mid-1,83.6,7.83,22.2,0,,,BB,1,Very Good
Electrical Engineering,5,Electrical Machines-2,Before Mid-1,94.6,8.92,20.2,0,,,AB,1,Excellent
Civil Engineering,2,Environmental Sciences,Before Mid-1,84.6,5.98,13.3,2,,,BC,1,Good
Electronics & Communication,4,Microprocessor & Interfacing,After Mid-1,100.0,9.3,27.0,1,9.1,,AA,1,Excellent
Computer Engineering,1,Mathematics-1,After Mid-1,93.2,5.6,20.8,5,4.1,,FF,0,At Risk
Mechanical Engineering,2,Programming for Problem Solving,Before Mid-1,86.0,7.51,21.4,0,,,BB,1,Very Good
Electrical Engineering,7,High Voltage Engineering,After Mid-2,85.6,9.42,25.5,1,8.1,16.0,AB,1,Excellent
Mechanical Engineering,6,Design of Machine Elements,After Mid-1,80.4,5.46,14.7,0,5.1,,CC,1,Average
Civil Engineering,2,Environmental Sciences,After Mid-1,83.6,7.75,21.3,0,8.4,,AB,1,Excellent
Electrical Engineering,5,Microprocessor & Microcontroller,Before Mid-1,82.5,7.79,26.4,0,,,BB,1,Very Good
Civil Engineering,6,Foundation Engineering,Before Mid-1,82.3,6.07,23.8,0,,,CC,1,Average
Computer Engineering,4,Operating System,After Mid-1,87.6,4.85,15.8,1,3.3,,DD,1,At Risk
Civil Engineering,1,Mathematics-1,After Mid-1,77.2,8.59,20.8,0,8.2,,AA,1,Excellent
Mechanical Engineering,4,Manufacturing Processes-2,After Mid-2,82.0,7.04,22.6,0,8.1,16.7,AB,1,Excellent
Computer Engineering,7,Compiler Design,Before Mid-1,78.0,5.67,12.0,3,,,FF,0,At Risk
Computer Engineering,5,Cyber Security,After Mid-1,86.5,8.19,22.9,0,8.1,,AB,1,Excellent
Computer Engineering,4,Discrete Mathematics,After Mid-1,80.4,4.25,18.7,1,3.7,,DD,1,At Risk
Electrical Engineering,4,Electromagnetic Field Theory,After Mid-2,81.3,5.11,14.3,0,3.6,7.4,CD,1,Average
Electrical Engineering,4,Electrical Machines-1,After Mid-1,100.0,9.86,34.4,0,7.9,,AA,1,Excellent
Electronics & Communication,8,Wireless Communication,Before Mid-1,78.3,8.7,28.6,0,,,AB,1,Excellent
Electrical Engineering,3,Electrical Circuit Analysis,Before Mid-1,89.8,6.96,28.0,0,,,BB,1,Very Good
Computer Engineering,2,Basic Electronics,After Mid-1,80.2,6.59,19.1,0,5.1,,BC,1,Good
Information Technology,5,Formal Languages & Automata Theory,Before Mid-1,84.3,7.14,21.1,0,,,BB,1,Very Good
Electronics & Communication,5,Digital Communication,After Mid-1,86.4,7.0,26.3,0,7.1,,BB,1,Very Good
Mechanical Engineering,3,Manufacturing Processes-1,After Mid-2,70.9,6.45,17.3,2,4.9,8.7,CC,1,Average
Electronics & Communication,7,Microwave Engineering,After Mid-2,79.1,7.62,22.1,0,6.8,12.6,BB,1,Very Good
Electronics & Communication,5,Microcontroller & Applications,Before Mid-1,84.5,8.39,23.1,0,,,AB,1,Excellent
Electrical Engineering,6,Electrical Switchgear & Protection,After Mid-2,80.3,6.59,16.5,0,6.6,11.5,BC,1,Good
Mechanical Engineering,1,Engineering Graphics & Design,After Mid-2,80.8,8.65,27.6,0,8.6,18.5,AA,1,Excellent
Electrical Engineering,1,Physics,After Mid-2,80.7,6.11,23.9,1,6.5,13.4,BC,1,Good
Computer Engineering,1,Mathematics-1,After Mid-1,88.9,6.64,21.8,0,6.2,,BB,1,Very Good
Electronics & Communication,8,Optical Communication,After Mid-1,89.0,8.76,27.1,0,9.1,,AA,1,Excellent
Information Technology,6,Cyber Security & Laws,After Mid-1,89.5,7.57,21.9,1,6.6,,AB,1,Excellent
Computer Engineering,2,Basic Electronics,After Mid-2,90.8,8.35,24.1,0,8.1,16.3,AB,1,Excellent
Mechanical Engineering,6,Computer Aided Design (CAD),After Mid-1,87.6,8.42,35.0,0,10.0,,AA,1,Excellent
Information Technology,4,Database Management Systems,After Mid-1,64.9,4.0,16.3,0,4.7,,CC,1,Average
Mechanical Engineering,6,Design of Machine Elements,After Mid-1,83.5,7.1,20.8,0,6.9,,BC,1,Good
Electronics & Communication,7,Satellite Communication,Before Mid-1,100.0,8.0,26.5,0,,,AB,1,Excellent
Information Technology,8,Distributed Systems,After Mid-2,77.0,5.81,11.2,0,5.4,11.4,CC,1,Average
Civil Engineering,1,Basic Civil Engineering,After Mid-2,81.7,8.09,26.6,0,6.4,15.8,AB,1,Excellent
Electronics & Communication,3,Digital Electronics,After Mid-2,89.5,8.58,24.1,1,9.2,18.0,AB,1,Excellent
Information Technology,1,Mathematics-1,Before Mid-1,86.9,7.54,26.2,0,,,AB,1,Excellent
Electronics & Communication,4,Microprocessor & Interfacing,After Mid-1,83.0,7.96,27.0,0,6.7,,BB,1,Very Good
Computer Engineering,5,Software Engineering,After Mid-1,72.9,6.72,17.6,2,4.0,,CC,1,Average
Information Technology,1,Engineering Graphics & Design,Before Mid-1,70.5,5.73,15.4,2,,,CD,1,Average
Electrical Engineering,4,Electromagnetic Field Theory,After Mid-1,91.1,9.32,25.9,0,7.4,,AB,1,Excellent
Mechanical Engineering,7,Project-1,After Mid-2,84.0,6.89,17.7,0,5.8,12.7,BC,1,Good
Information Technology,8,Distributed Systems,After Mid-1,82.9,5.89,23.3,1,4.9,,CC,1,Average
Information Technology,5,Software Engineering,Before Mid-1,64.3,5.46,16.7,0,,,CC,1,Average
Information Technology,6,Cyber Security & Laws,After Mid-1,92.6,7.14,20.2,0,9.6,,AA,1,Excellent
